,tileID,X,Picture,AOI,Notes.Corrections,Date,Timepoint,file,Tank,Y,Run,Source,Type,Genotype
1249,360W,2061,8,2,NA,6/28/20,Initial,8_I,35A,0.628,3,Mote,S,M-L-76
1250,360W,1728,18,5,NA,6/28/20,Final,18_F,35A,0.355,3,Mote,S,M-L-76
1255,361W,1752,18,11,NA,6/28/20,Initial,18_I,36A,0.646,3,Mote,S,M-L-76
1256,361W,1853,23,4,NA,6/28/20,Final,23_F,36A,0.13,3,Mote,S,M-L-76
1261,362W,1818,20,6,NA,6/28/20,Final,20_F,35B,0.307,3,Mote,S,M-L-76
1262,362W,2060,8,1,NA,6/28/20,Initial,8_I,35B,0.623,3,Mote,S,M-L-76
1265,363W,1820,20,8,NA,6/28/20,Final,20_F,35B,0.338,3,Mote,A,M-L-76
1266,363W,1464,10,8,NA,6/28/20,Initial,10_I,35B,0.62,3,Mote,A,M-L-76
1269,364W,1467,10,11,NA,6/28/20,Initial,10_I,33A,0.631,3,Mote,A,M-L-76
1270,364W,2053,8,14,NA,6/28/20,Final,8_F,33A,0.635,3,Mote,A,M-L-76
1274,365W,1459,10,3,NA,6/28/20,Initial,10_I,31A,0.614,3,Mote,A,M-L-76
1275,365W,1788,2,8,NA,6/28/20,Final,2_F,31A,0.634,3,Mote,A,M-L-76
1278,366W,1854,23,5,NA,6/28/20,Final,23_F,36A,0.181,3,Mote,A,M-L-76
1279,366W,1469,10,13,NA,6/28/20,Initial,10_I,36A,0.653,3,Mote,A,M-L-76
1284,367W,1547,13,1,NA,6/28/20,Final,13_F,34A,0.561,3,Mote,A,M-L-76
1285,367W,1557,13,8,NA,6/28/20,Initial,13_I,34A,0.647,3,Mote,A,M-L-76
1286,368W,1471,10,15,NA,6/28/20,Initial,10_I,32A,0.664,3,Mote,A,M-L-76
1287,368W,1952,5,5,NA,6/28/20,Final,5_F,32A,0.626,3,Mote,A,M-L-76
1290,369W,1488,11,3,NA,6/28/20,Initial,11_I,35A,0.622,3,Mote,A,M-L-76
1291,369W,1727,18,4,NA,6/28/20,Final,18_F,35A,0.361,3,Mote,A,M-L-76
1084,328W,1856,24,2,NA,6/28/20,Final,24_F,36A,0.11,3,Mote,S,M-L-77
1085,328W,1721,17,18,NA,6/28/20,Initial,17_I,36A,0.656,3,Mote,S,M-L-77
1095,330W,2055,8,16,NA,6/28/20,Final,8_F,33A,0.63,3,Mote,S,M-L-77
1096,330W,1751,18,10,NA,6/28/20,Initial,18_I,33A,0.645,3,Mote,S,M-L-77
1100,331W,1485,11,9,NA,6/28/20,Final,11_F,33B,0.638,3,Mote,S,M-L-77
1101,331W,1753,18,12,NA,6/28/20,Initial,18_I,33B,0.653,3,Mote,S,M-L-77
1103,332W,1402,1,7,NA,6/28/20,Final,1_F,31A,0.643,3,Mote,S,M-L-77
1104,332W,1757,18,16,NA,6/28/20,Initial,18_I,31A,0.656,3,Mote,S,M-L-77
1107,333W,1754,18,13,NA,6/28/20,Initial,18_I,33A,0.663,3,Mote,S,M-L-77
1108,333W,2057,8,18,NA,6/28/20,Final,8_F,33A,0.63,3,Mote,S,M-L-77
1113,334W,1813,20,1,NA,6/28/20,Final,20_F,35B,0.241,3,Mote,S,M-L-77
1114,334W,1742,18,1,NA,6/28/20,Initial,18_I,35B,0.64,3,Mote,S,M-L-77
1119,335W,1730,18,7,NA,6/28/20,Final,18_F,35A,0.286,3,Mote,S,M-L-77
1120,335W,1748,18,7,NA,6/28/20,Initial,18_I,35A,0.669,3,Mote,S,M-L-77
1125,336W,1756,18,15,NA,6/28/20,Initial,18_I,31A,0.627,3,Mote,S,M-L-77
1136,339W,1755,18,14,NA,6/28/20,Initial,18_I,34B,0.659,3,Mote,S,M-L-77
1137,339W,1620,15,10,NA,6/28/20,Final,15_F,34B,0.431,3,Mote,S,M-L-77
1142,340W,1731,18,8,NA,6/28/20,Final,18_F,35A,0.36,3,Mote,S,M-L-77
1143,340W,1559,13,10,NA,6/28/20,Initial,13_I,35A,0.654,3,Mote,S,M-L-77
798,277W,240,14,16,,6/25/20,Initial,I_14,37A,0.65,1,Mote,S,M-L-78
799,277W,239,25,20,,6/25/20,Final,F_25,37A,0.035,1,Mote,S,M-L-78
804,278W,241,15,19,,6/25/20,Initial,I_15,34B,0.617,1,Mote,S,M-L-78
805,278W,242,10,2,,6/25/20,Final,F_10,34B,0.623,1,Mote,S,M-L-78
809,279W,244,8,19,,6/25/20,Final,F_8,34B,0.618,1,Mote,S,M-L-78
810,279W,243,14,17,,6/25/20,Initial,I_14,34B,0.658,1,Mote,S,M-L-78
817,280W,246,14,18,,6/25/20,Initial,I_14,36B,0.655,1,Mote,S,M-L-78
818,280W,245,22,8,,6/25/20,Final,F_22,36B,0.239,1,Mote,S,M-L-78
823,281W,248,11,17,,6/25/20,Final,F_11,35A,0.54,1,Mote,S,M-L-78
824,281W,247,14,19,,6/25/20,Initial,I_14,35A,0.654,1,Mote,S,M-L-78
829,282W,249,27,13,,6/25/20,Final,F_27,37B,0.063,1,Mote,S,M-L-78
830,282W,250,14,20,,6/25/20,Initial,I_14,37B,0.656,1,Mote,S,M-L-78
835,283W,251,14,21,,6/25/20,Initial,I_14,33B,0.655,1,Mote,S,M-L-78
836,283W,252,4,22,,6/25/20,Final,F_4,33B,0.635,1,Mote,S,M-L-78
841,284W,256,16,2,,6/25/20,Initial,I_16,36A,0.653,1,Mote,S,M-L-78
842,284W,255,18,1,,6/25/20,Final,F_18,36A,0.178,1,Mote,S,M-L-78
847,285W,260,14,22,,6/25/20,Initial,I_14,33B,0.654,1,Mote,S,M-L-78
848,285W,259,4,11,,6/25/20,Final,F_4,33B,0.622,1,Mote,S,M-L-78
855,286W,263,17,2,,6/25/20,Final,F_17,36A,0.137,1,Mote,S,M-L-78
856,286W,264,15,1,253,6/25/20,Initial,I_15,36A,0.632,1,Mote,S,M-L-78
861,287W,268,11,19,,6/25/20,Initial,I_11,35B,0.545,1,Mote,S,M-L-78
862,287W,267,13,18,,6/25/20,Final,F_13,35B,0.422,1,Mote,S,M-L-78
867,288W,272,13,17,,6/25/20,Initial,I_13,32B,0.635,1,Mote,S,M-L-78
868,288W,271,2,10,,6/25/20,Final,F_2,32B,0.636,1,Mote,S,M-L-78
873,289W,276,13,16,,6/25/20,Initial,I_13,37B,0.629,1,Mote,S,M-L-78
874,289W,275,27,15,,6/25/20,Final,F_27,37B,0.116,1,Mote,S,M-L-78
883,290W,280,13,15,,6/25/20,Initial,I_13,35B,0.66,1,Mote,S,M-L-78
884,290W,279,13,17,,6/25/20,Final,F_13,35B,0.381,1,Mote,S,M-L-78
889,291W,284,13,14,,6/25/20,Initial,I_13,34A,0.646,1,Mote,S,M-L-78
890,291W,283,5,18,,6/25/20,Final,F_5,34A,0.684,1,Mote,S,M-L-78
895,292W,287,13,13,,6/25/20,Initial,I_13,33A,0.634,1,Mote,S,M-L-78
896,292W,288,3,17,,6/25/20,Final,F_3,33A,0.491,1,Mote,S,M-L-78
901,293W,292,13,12,,6/25/20,Initial,I_13,32B,0.626,1,Mote,S,M-L-78
902,293W,291,2,22,,6/25/20,Final,F_2,32B,0.638,1,Mote,S,M-L-78
907,294W,296,13,11,,6/25/20,Initial,I_13,32A,0.613,1,Mote,S,M-L-78
908,294W,295,1,2,,6/25/20,Final,F_1,32A,0.619,1,Mote,S,M-L-78
913,295W,300,13,10,,6/25/20,Initial,I_13,32B,0.634,1,Mote,A,M-L-78
914,295W,299,2,21,,6/25/20,Final,F_2,32B,0.643,1,Mote,A,M-L-78
917,296W,304,22,9,,6/25/20,Final,F_22,36B,0.221,1,Mote,A,M-L-78
918,296W,303,13,9,,6/25/20,Initial,I_13,36B,0.633,1,Mote,A,M-L-78
922,297W,307,13,4,,6/25/20,Initial,I_13,34B,0.629,1,Mote,A,M-L-78
923,297W,306,8,16,,6/25/20,Final,F_8,34B,0.598,1,Mote,A,M-L-78
928,298W,310,13,2,,6/25/20,Initial,I_13,34B,0.641,1,Mote,A,M-L-78
929,298W,311,8,14,,6/25/20,Final,F_8,34B,0.596,1,Mote,A,M-L-78
934,299W,314,13,3,,6/25/20,Initial,I_13,33B,0.619,1,Mote,A,M-L-78
935,299W,316,4,15,,6/25/20,Final,F_4,33B,0.598,1,Mote,A,M-L-78
936,299W,315,12,6,,6/25/20,Initial,I_12,33B,0.592,1,Mote,A,M-L-78
1397,394B,1630,15,4,NA,6/28/20,Initial,15_I,35B,0.695,3,Mote,S,M-L-79
1398,394B,1769,19,9,NA,6/28/20,Final,19_F,35B,0.358,3,Mote,S,M-L-79
1403,395B,1633,15,7,NA,6/28/20,Initial,15_I,33A,0.7,3,Mote,S,M-L-79
1404,395B,2041,8,2,NA,6/28/20,Final,8_F,33A,0.578,3,Mote,S,M-L-79
1409,396B,1634,15,8,NA,6/28/20,Initial,15_I,36A,0.699,3,Mote,S,M-L-79
1410,396B,1848,22,2,NA,6/28/20,Final,22_F,36A,0.13,3,Mote,S,M-L-79
1415,397B,1513,12,8,NA,6/28/20,Final,12_F,34A,0.572,3,Mote,S,M-L-79
1416,397B,1631,15,5,NA,6/28/20,Initial,15_I,34A,0.684,3,Mote,S,M-L-79
1421,398B,1948,5,1,NA,6/28/20,Final,5_F,32A,0.596,3,Mote,S,M-L-79
1422,398B,1627,15,1,NA,6/28/20,Initial,15_I,32A,0.688,3,Mote,S,M-L-79
1426,399B,1640,15,14,NA,6/28/20,Initial,15_I,31B,0.705,3,Mote,S,M-L-79
1427,399B,1644,16,2,NA,6/28/20,Final,16_F,31B,0.621,3,Mote,S,M-L-79
1437,400B,1910,4,3,NA,6/28/20,Final,4_F,32A,0.6,3,Mote,S,M-L-79
1438,400B,1638,15,12,NA,6/28/20,Initial,15_I,32A,0.715,3,Mote,S,M-L-79
1442,401B,1639,15,13,NA,6/28/20,Initial,15_I,31A,0.698,3,Mote,S,M-L-79
1443,401B,1784,2,4,NA,6/28/20,Final,2_F,31A,0.623,3,Mote,S,M-L-79
1448,402B,1867,26,9,NA,6/28/20,Final,26_F,36B,0.152,3,Mote,S,M-L-79
1449,402B,1635,15,9,NA,6/28/20,Initial,15_I,36B,0.689,3,Mote,S,M-L-79
1454,403B,1636,15,10,NA,6/28/20,Initial,15_I,32A,0.685,3,Mote,S,M-L-79
1455,403B,1925,4,18,NA,6/28/20,Final,4_F,32A,0.616,3,Mote,S,M-L-79
1458,404B,1440,10,4,NA,6/28/20,Final,10_F,33B,0.561,3,Mote,S,M-L-79
1459,404B,1713,17,10,NA,6/28/20,Initial,17_I,33B,0.589,3,Mote,S,M-L-79
1464,405B,1708,17,5,NA,6/28/20,Initial,17_I,34A,0.588,3,Mote,S,M-L-79
1465,405B,1515,12,10,NA,6/28/20,Final,12_F,34A,0.552,3,Mote,S,M-L-79
1470,406B,1722,17,19,NA,6/28/20,Initial,17_I,34A,0.614,3,Mote,S,M-L-79
1471,406B,1518,12,13,NA,6/28/20,Final,12_F,34A,0.558,3,Mote,S,M-L-79
1476,407B,1717,17,14,NA,6/28/20,Initial,17_I,36A,0.604,3,Mote,S,M-L-79
1477,407B,1857,24,3,NA,6/28/20,Final,24_F,36A,0.184,3,Mote,S,M-L-79
1480,408B,1579,14,10,NA,6/28/20,Final,14_F,34B,0.547,3,Mote,S,M-L-79
1481,408B,1710,17,7,NA,6/28/20,Initial,17_I,34B,0.593,3,Mote,S,M-L-79
1484,409B,1456,10,20,NA,6/28/20,Final,10_F,33B,0.637,3,Mote,S,M-L-79
1485,409B,1715,17,12,NA,6/28/20,Initial,17_I,33B,0.612,3,Mote,S,M-L-79
1494,410B,1714,17,11,NA,6/28/20,Initial,17_I,36A,0.599,3,Mote,S,M-L-79
1495,410B,1849,22,3,NA,6/28/20,Final,22_F,36A,0.13,3,Mote,S,M-L-79
1498,411B,1689,17,6,NA,6/28/20,Final,17_F,35A,0.37,3,Mote,S,M-L-79
1499,411B,1501,11,16,NA,6/28/20,Initial,11_I,35A,0.589,3,Mote,S,M-L-79
1504,412B,1569,13,20,NA,6/28/20,Initial,13_I,32B,0.631,3,Mote,S,M-L-79
1505,412B,2014,7,1,NA,6/28/20,Final,7_F,32B,0.585,3,Mote,S,M-L-79
1507,413B,1568,13,19,NA,6/28/20,Initial,13_I,35B,0.639,3,Mote,A,M-L-79
1508,413B,1765,19,5,NA,6/28/20,Final,19_F,35B,0.355,3,Mote,A,M-L-79
1511,414B,1642,15,16,NA,6/28/20,Initial,15_I,31A,0.7,3,Mote,A,M-L-79
1512,414B,1412,1,17,NA,6/28/20,Final,1_F,31A,0.611,3,Mote,A,M-L-79
1517,415B,1614,15,4,NA,6/28/20,Final,15_F,34B,0.53,3,Mote,A,M-L-79
1518,415B,1563,13,14,NA,6/28/20,Initial,13_I,34B,0.639,3,Mote,A,M-L-79
1523,416B,1724,18,1,NA,6/28/20,Final,18_F,35A,0.343,3,Mote,A,M-L-79
1524,416B,1532,12,6,NA,6/28/20,Initial,12_I,35A,0.612,3,Mote,A,M-L-79
1527,417B,1832,21,3,NA,6/28/20,Final,21_F,36A,0.145,3,Mote,A,M-L-79
1528,417B,1542,12,16,NA,6/28/20,Initial,12_I,36A,0.605,3,Mote,A,M-L-79
1531,418B,1694,17,11,NA,6/28/20,Final,17_F,35A,0.367,3,Mote,A,M-L-79
1532,418B,1527,12,2,NA,6/28/20,Initial,12_I,35A,0.587,3,Mote,A,M-L-79
1535,419B,1611,15,1,NA,6/28/20,Final,15_F,34B,0.545,3,Mote,A,M-L-79
1536,419B,1541,12,15,NA,6/28/20,Initial,12_I,34B,0.608,3,Mote,A,M-L-79
1543,420B,1528,12,3,NA,6/28/20,Initial,12_I,35B,0.602,3,Mote,A,M-L-79
1544,420B,1776,19,16,NA,6/28/20,Final,19_F,35B,0.441,3,Mote,A,M-L-79
1545,420B,1658,16,16,NA,6/28/20,Final,16_F,31B,0.596,3,Mote,A,M-L-79
1546,420B,1529,12,3,NA,6/28/20,Initial,12_I,31B,0.602,3,Mote,A,M-L-79
1551,421B,1538,12,12,NA,6/28/20,Initial,12_I,32B,0.584,3,Mote,A,M-L-79
1552,421B,1984,6,11,NA,6/28/20,Final,6_F,32B,0.595,3,Mote,A,M-L-79
1557,422B,1660,16,18,NA,6/28/20,Final,16_F,31B,0.581,3,Mote,A,M-L-79
1558,422B,1534,12,8,NA,6/28/20,Initial,12_I,31B,0.61,3,Mote,A,M-L-79
1563,423B,1526,12,1,NA,6/28/20,Initial,12_I,36B,0.584,3,Mote,A,M-L-79
1564,423B,1870,26,12,NA,6/28/20,Final,26_F,36B,0.142,3,Mote,A,M-L-79
440,207W,854,16,8,NA,6/26/20,Final,16_F,34.5B,0.444,2,Mote,S,M-L-8
441,207W,1267,6,4,NA,6/26/20,Initial,6_I,34.5B,0.639,2,Mote,S,M-L-8
446,208W,728,12,17,NA,6/26/20,Final,12_F,33.5B,0.618,2,Mote,S,M-L-8
447,208W,1265,6,2,NA,6/26/20,Initial,6_I,33.5B,0.647,2,Mote,S,M-L-8
450,209W,690,11,15,NA,6/26/20,Final,11_F,33.5B,0.614,2,Mote,S,M-L-8
451,209W,1268,6,5,NA,6/26/20,Initial,6_I,33.5B,0.621,2,Mote,S,M-L-8
458,210W,1249,5,13,NA,6/26/20,Initial,5_I,36.5B,0.654,2,Mote,S,M-L-8
459,210W,1123,28,6,NA,6/26/20,Final,28_F,36.5B,0.089,2,Mote,S,M-L-8
464,211W,1272,6,9,NA,6/26/20,Initial,6_I,33.5B,0.657,2,Mote,S,M-L-8
465,211W,716,12,5,NA,6/26/20,Final,12_F,33.5B,0.614,2,Mote,S,M-L-8
468,212W,1101,26,15,NA,6/26/20,Final,26_F,36.5A,0.083,2,Mote,S,M-L-8
469,212W,1240,5,4,NA,6/26/20,Initial,5_I,36.5A,0.633,2,Mote,S,M-L-8
472,213W,1247,5,11,NA,6/26/20,Initial,5_I,35.5A,0.651,2,Mote,S,M-L-8
473,213W,1019,20,9,NA,6/26/20,Final,20_F,35.5A,0.235,2,Mote,S,M-L-8
478,214W,1246,5,10,NA,6/26/20,Initial,5_I,35.5B,0.642,2,Mote,S,M-L-8
479,214W,1059,23,5,NA,6/26/20,Final,23_F,35.5B,0.277,2,Mote,S,M-L-8
482,215W,1248,5,12,NA,6/26/20,Initial,5_I,33.5A,0.653,2,Mote,S,M-L-8
483,215W,648,10,6,NA,6/26/20,Final,10_F,33.5A,0.599,2,Mote,S,M-L-8
488,216W,1269,6,6,NA,6/26/20,Initial,6_I,31.5A,0.627,2,Mote,S,M-L-8
489,216W,987,2,6,NA,6/26/20,Final,2_F,31.5A,0.648,2,Mote,S,M-L-8
492,217W,1245,5,9,NA,6/26/20,Initial,5_I,32.5B,0.654,2,Mote,S,M-L-8
493,217W,1288,7,4,NA,6/26/20,Final,7_F,32.5B,0.658,2,Mote,S,M-L-8
498,218W,852,16,6,NA,6/26/20,Final,16_F,34.5B,0.396,2,Mote,S,M-L-8
499,218W,1252,5,16,NA,6/26/20,Initial,5_I,34.5B,0.664,2,Mote,S,M-L-8
500,219W,833,15,9,NA,6/26/20,Initial,15_I,34.5B,0.629,2,Mote,S,M-L-8
501,219W,851,16,5,NA,6/26/20,Final,16_F,34.5B,0.442,2,Mote,S,M-L-8
508,220W,1251,5,15,NA,6/26/20,Initial,5_I,34.5A,0.651,2,Mote,S,M-L-8
509,220W,817,15,11,NA,6/26/20,Final,15_F,34.5A,0.475,2,Mote,S,M-L-8
514,221W,1235,5,19,NA,6/26/20,Final,5_F,32.5A,0.665,2,Mote,S,M-L-8
515,221W,1255,5,19,NA,6/26/20,Initial,5_I,32.5A,0.655,2,Mote,S,M-L-8
518,222W,1336,8,17,NA,6/26/20,Final,8_F,32.5B,0.649,2,Mote,A,M-L-8
519,222W,750,12,20,NA,6/26/20,Initial,12_I,32.5B,0.643,2,Mote,A,M-L-8
524,223W,1250,5,14,NA,6/26/20,Initial,5_I,34.5B,0.644,2,Mote,A,M-L-8
525,223W,901,17,14,NA,6/26/20,Final,17_F,34.5B,0.385,2,Mote,A,M-L-8
528,224W,1353,8,16,NA,6/26/20,Initial,8_I,35.5B,0.639,2,Mote,A,M-L-8
529,224W,1072,23,18,NA,6/26/20,Final,23_F,35.5B,0.272,2,Mote,A,M-L-8
534,225W,681,11,6,NA,6/26/20,Final,11_F,33.5B,0.575,2,Mote,A,M-L-8
535,225W,1266,6,3,NA,6/26/20,Initial,6_I,33.5B,0.62,2,Mote,A,M-L-8
538,226W,1256,5,20,NA,6/26/20,Initial,5_I,32.5B,0.644,2,Mote,A,M-L-8
539,226W,1329,8,10,NA,6/26/20,Final,8_F,32.5B,0.647,2,Mote,A,M-L-8
542,227W,1025,20,15,NA,6/26/20,Final,20_F,35.5A,0.242,2,Mote,A,M-L-8
543,227W,933,18,5,NA,6/26/20,Initial,18_I,35.5A,0.638,2,Mote,A,M-L-8
546,228W,840,15,15,NA,6/26/20,Initial,15_I,31.5B,0.638,2,Mote,S,M-L-8
547,228W,1148,3,7,NA,6/26/20,Final,3_F,31.5B,0.665,2,Mote,S,M-L-8
989,30G,1053,21,6,NA,6/26/20,Initial,21_I,31.5A,0.682,2,Mote,S,M-L-80
990,30G,614,1,16,NA,6/26/20,Final,1_F,31.5A,0.664,2,Mote,S,M-L-80
1036,31G,1112,27,6,NA,6/26/20,Final,27_F,36.5A,0.123,2,Mote,S,M-L-80
1037,31G,973,19,12,NA,6/26/20,Initial,19_I,36.5A,0.688,2,Mote,S,M-L-80
1088,32G,1043,20,15,NA,6/26/20,Initial,20_I,32.5B,0.672,2,Mote,S,M-L-80
1138,33G,650,10,8,NA,6/26/20,Final,10_F,33.5A,0.57,2,Mote,S,M-L-80
1139,33G,977,19,16,NA,6/26/20,Initial,19_I,33.5A,0.676,2,Mote,S,M-L-80
1189,34G,969,19,8,NA,6/26/20,Initial,19_I,35.5B,0.698,2,Mote,S,M-L-80
1190,34G,1078,24,6,NA,6/26/20,Final,24_F,35.5B,0.202,2,Mote,S,M-L-80
1191,34G,1075,24,3,NA,6/26/20,Final,24_F,35.5B,0.308,2,Mote,S,M-L-80
1192,34G,968,19,8,NA,6/26/20,Initial,19_I,35.5B,0.698,2,Mote,S,M-L-80
1245,35G,809,15,3,NA,6/26/20,Final,15_F,34.5A,0.496,2,Mote,S,M-L-80
1246,35G,967,19,7,NA,6/26/20,Initial,19_I,34.5A,0.682,2,Mote,S,M-L-80
1292,36G,972,19,11,NA,6/26/20,Initial,19_I,31.5B,0.678,2,Mote,S,M-L-80
1293,36G,1153,3,12,NA,6/26/20,Final,3_F,31.5B,0.662,2,Mote,S,M-L-80
1339,37G,966,19,6,NA,6/26/20,Initial,19_I,36.5B,0.658,2,Mote,S,M-L-80
1340,37G,1128,28,11,NA,6/26/20,Final,28_F,36.5B,0.209,2,Mote,S,M-L-80
1375,38G,970,19,9,NA,6/26/20,Initial,19_I,34.5B,0.694,2,Mote,S,M-L-80
1376,38G,889,17,2,NA,6/26/20,Final,17_F,34.5B,0.4,2,Mote,S,M-L-80
1431,39G,944,18,16,NA,6/26/20,Initial,18_I,36.5A,0.674,2,Mote,S,M-L-80
1432,39G,1103,26,17,NA,6/26/20,Final,26_F,36.5A,0.091,2,Mote,S,M-L-80
1490,40G,963,19,3,NA,6/26/20,Initial,19_I,33.5B,0.677,2,Mote,S,M-L-80
1491,40G,714,12,3,NA,6/26/20,Final,12_F,33.5B,0.6,2,Mote,S,M-L-80
1541,41G,602,1,4,NA,6/26/20,Final,1_F,31.5A,0.609,2,Mote,S,M-L-80
1542,41G,961,19,1,NA,6/26/20,Initial,19_I,31.5A,0.64,2,Mote,S,M-L-80
1599,42G,1013,20,3,NA,6/26/20,Final,20_F,35.5A,0.215,2,Mote,S,M-L-80
1600,42G,924,17,17,NA,6/26/20,Initial,17_I,35.5A,0.666,2,Mote,S,M-L-80
1653,43G,1296,7,12,NA,6/26/20,Final,7_F,32.5B,0.644,2,Mote,S,M-L-80
1654,43G,981,19,20,NA,6/26/20,Initial,19_I,32.5B,0.676,2,Mote,S,M-L-80
1701,44G,909,17,2,NA,6/26/20,Initial,17_I,35.5A,0.665,2,Mote,S,M-L-80
1702,44G,960,19,12,NA,6/26/20,Final,19_F,35.5A,0.313,2,Mote,S,M-L-80
1729,45G,1049,21,2,NA,6/26/20,Initial,21_I,31.5B,0.676,2,Mote,A,M-L-80
1730,45G,1155,3,14,NA,6/26/20,Final,3_F,31.5B,0.655,2,Mote,A,M-L-80
1761,46G,712,12,1,NA,6/26/20,Final,12_F,33.5B,0.579,2,Mote,S,M-L-80
1762,46G,922,17,15,NA,6/26/20,Initial,17_I,33.5B,0.674,2,Mote,S,M-L-80
1797,47G,912,17,5,NA,6/26/20,Initial,17_I,32.5A,0.648,2,Mote,S,M-L-80
1838,48G,899,17,12,NA,6/26/20,Final,17_F,34.5B,0.506,2,Mote,S,M-L-80
1839,48G,911,17,4,NA,6/26/20,Initial,17_I,34.5B,0.648,2,Mote,S,M-L-80
1873,49G,1131,28,14,NA,6/26/20,Final,28_F,36.5B,0.157,2,Mote,S,M-L-80
1874,49G,910,17,3,NA,6/26/20,Initial,17_I,36.5B,0.666,2,Mote,S,M-L-80
1883,50G,938,18,10,NA,6/26/20,Initial,18_I,35.5A,0.684,2,Mote,A,M-L-80
1884,50G,950,19,2,NA,6/26/20,Final,19_F,35.5A,0.247,2,Mote,A,M-L-80
1887,51G,942,18,14,NA,6/26/20,Initial,18_I,32.5B,0.664,2,Mote,A,M-L-80
1888,51G,1293,7,9,NA,6/26/20,Final,7_F,32.5B,0.63,2,Mote,A,M-L-80
1891,52G,964,19,4,NA,6/26/20,Initial,19_I,32.5B,0.658,2,Mote,S,M-L-80
1892,52G,1325,8,6,NA,6/26/20,Final,8_F,32.5B,0.623,2,Mote,S,M-L-80
1895,53G,971,19,10,NA,6/26/20,Initial,19_I,31.5B,0.675,2,Mote,S,M-L-80
1896,53G,1181,4,4,NA,6/26/20,Final,4_F,31.5B,0.661,2,Mote,S,M-L-80
1901,54G,777,14,6,NA,6/26/20,Final,14_F,34.5A,0.447,2,Mote,S,M-L-80
1902,54G,1048,21,1,NA,6/26/20,Initial,21_I,34.5A,0.674,2,Mote,S,M-L-80
1905,55G,948,18,20,NA,6/26/20,Initial,18_I,32.5A,0.679,2,Mote,S,M-L-80
1906,55G,1221,5,5,NA,6/26/20,Final,5_F,32.5A,0.657,2,Mote,S,M-L-80
1909,56G,1068,23,14,NA,6/26/20,Final,23_F,35.5B,0.264,2,Mote,S,M-L-80
1910,56G,974,19,13,NA,6/26/20,Initial,19_I,35.5B,0.681,2,Mote,S,M-L-80
1913,57G,1152,3,11,NA,6/26/20,Final,3_F,31.5B,0.633,2,Mote,S,M-L-80
1914,57G,975,19,14,NA,6/26/20,Initial,19_I,31.5B,0.683,2,Mote,S,M-L-80
1917,58G,947,18,19,NA,6/26/20,Initial,18_I,35.5A,0.671,2,Mote,S,M-L-80
1918,58G,959,19,11,NA,6/26/20,Final,19_F,35.5A,0.247,2,Mote,S,M-L-80
1921,59G,903,17,16,NA,6/26/20,Final,17_F,34.5B,0.402,2,Mote,A,M-L-80
1922,59G,976,19,15,NA,6/26/20,Initial,19_I,34.5B,0.659,2,Mote,A,M-L-80
1927,60G,739,12,9,NA,6/26/20,Initial,12_I,33.5A,0.666,2,Mote,S,M-L-80
1928,60G,1374,9,17,NA,6/26/20,Final,9_F,33.5A,0.647,2,Mote,S,M-L-80
474,214B,1967,5,14,NA,6/28/20,Initial,5_I,36A,0.612,3,Mote,S,M-L-88
475,214B,1842,21,13,NA,6/28/20,Final,21_F,36A,0.175,3,Mote,S,M-L-88
480,215B,1966,5,13,NA,6/28/20,Initial,5_I,31A,0.622,3,Mote,S,M-L-88
481,215B,1785,2,5,NA,6/28/20,Final,2_F,31A,0.605,3,Mote,S,M-L-88
484,216B,1968,5,15,NA,6/28/20,Initial,5_I,33A,0.643,3,Mote,S,M-L-88
485,216B,2044,8,5,NA,6/28/20,Final,8_F,33A,0.598,3,Mote,S,M-L-88
490,217B,1969,5,16,NA,6/28/20,Initial,5_I,36A,0.623,3,Mote,S,M-L-88
491,217B,1840,21,11,NA,6/28/20,Final,21_F,36A,0.165,3,Mote,S,M-L-88
494,218B,1519,12,14,NA,6/28/20,Final,12_F,34A,0.6,3,Mote,S,M-L-88
495,218B,1970,5,17,NA,6/28/20,Initial,5_I,34A,0.633,3,Mote,S,M-L-88
506,220B,1443,10,7,NA,6/28/20,Final,10_F,33B,0.587,3,Mote,S,M-L-88
507,220B,1973,5,20,NA,6/28/20,Initial,5_I,33B,0.615,3,Mote,S,M-L-88
510,221B,1875,27,1,NA,6/28/20,Final,27_F,36B,0.049,3,Mote,S,M-L-88
511,221B,1971,5,18,NA,6/28/20,Initial,5_I,36B,0.602,3,Mote,S,M-L-88
516,222B,1943,4,16,NA,6/28/20,Initial,4_I,36A,0.613,3,Mote,S,M-L-88
517,222B,1841,21,12,NA,6/28/20,Final,21_F,36A,0.209,3,Mote,S,M-L-88
520,223B,1944,4,17,NA,6/28/20,Initial,4_I,31B,0.603,3,Mote,A,M-L-88
521,223B,1886,3,3,NA,6/28/20,Final,3_F,31B,0.62,3,Mote,A,M-L-88
526,224B,2015,7,2,NA,6/28/20,Final,7_F,32B,0.613,3,Mote,A,M-L-88
527,224B,1945,4,18,NA,6/28/20,Initial,4_I,32B,0.609,3,Mote,A,M-L-88
530,225B,1834,21,5,NA,6/28/20,Final,21_F,36A,0.162,3,Mote,A,M-L-88
531,225B,1946,4,19,NA,6/28/20,Initial,4_I,36A,0.615,3,Mote,A,M-L-88
536,226B,1445,10,9,NA,6/28/20,Final,10_F,33B,0.633,3,Mote,S,M-L-88
537,226B,1947,4,20,NA,6/28/20,Initial,4_I,33B,0.641,3,Mote,S,M-L-88
